id,BLUE,GREEN,RED,NIR,R,G,B,NDVI,PAN,SAVI1,SAVI2,SAVI3,SAVI4,SAVI5,SAVI6,SAVI7,SAVI8,SAVI9,SAVI10,RED_blurred,GREEN_blurred,BLUE_blurred,NIR_blurred,NDVI_blurred,PAN_blurred,VEG
11,1722,2110,1624,5208,64,113,74,0.5245901639344263,2666.0,0.5770407341812913,0.6294897690348643,0.6819372685625631,0.7343832328318014,0.786827661909989,0.8392705558645318,0.8917119147628317,0.9441517386722865,0.9965900276602906,1.0490267817942338,1609,1911,1660,4710,0.4856929549838107,2473.121971558992,1
12,1617,1847,1546,5084,56,87,63,0.5336349924585219,2523.5,0.5869896381653369,0.6403426744291273,0.6936941013227155,0.747043918918919,0.8003921272905512,0.8537387265104214,0.9070837166513339,0.9604270977860893,1.013768869987483,1.0671090333283064,1518,1824,1583,4662,0.5039278706228754,2397.4903258228,1
13,1398,1534,1351,3534,36,55,41,0.446878198567042,1954.25,0.491555955865796,0.5362318840579711,0.5809059832558902,0.6255782535718672,0.670248695118207,0.7149173080072049,0.7595840923511472,0.8042490482623111,0.8489121758529646,0.8935734752353663,1459,1738,1529,4508,0.505133026704446,2309.1603415218133,1
14,1363,1636,1300,4708,31,65,37,0.5672436750998668,2251.75,0.6239576571628301,0.6806697513398355,0.737379957725147,0.7940882764130218,0.8507947074977116,0.9074992510734613,0.9642019072345099,1.0209026760750899,1.0776015576894273,1.1342985521717424,1602,1922,1707,5141,0.5224383508062022,2593.621169486014,1
15,2656,2854,2410,7548,144,189,169,0.5159670616589677,3867.0,0.567558068306203,0.619148038802193,0.670736973178153,0.7223248714652957,0.7739117336948336,0.8254975598979777,0.8770823501059375,0.9286661043499217,0.9802488226611372,1.0318305050707903,1780,2129,1921,5775,0.5301245947765998,2901.7916479480564,1
16,1504,1700,1420,4944,43,72,52,0.5537397862979259,2392.0,0.6091041938373061,0.6644668615065523,0.7198277893876781,0.7751869775626924,0.8305444261135989,0.8859001351223957,0.9412541046710765,0.9966063348416289,1.0519568257160363,1.1073055773762766,1647,1944,1762,5175,0.5131433132972977,2632.5193124768507,1
17,1456,1580,1367,3656,38,59,47,0.45570376269161855,2014.75,0.5012641595827277,0.5468227424749164,0.5923795114765195,0.6379344666958634,0.6834876082412661,0.7290389362210367,0.7745884507434759,0.8201361519168756,0.8656820398495193,0.9112261146496815,1486,1715,1548,4278,0.47699832078785664,2257.4137257015627,1
18,1486,1656,1547,3652,56,67,50,0.40488555491440664,2085.25,0.44536554403646783,0.48584397599630713,0.5263208508837728,0.5667961687887064,0.6072699298009424,0.6477421340103084,0.6882127815066255,0.7286818723797069,0.76914940671936,0.8096153846153846,1483,1714,1522,4198,0.46929977574560977,2229.726235277083,1
19,1614,1918,1496,5416,51,94,63,0.5671296296296297,2611.0,0.6238335672226965,0.680535864124302,0.7372365204056537,0.793935536137955,0.850632911392405,0.907328646240199,0.964022740752528,1.0207151950005786,1.077406009055534,1.1340951829885721,1497,1784,1572,4522,0.4946122934326901,2344.208871322283,1
20,1594,1751,1473,4184,50,78,61,0.4792292734665017,2250.5,0.5271428823955737,0.5750547974262886,0.6229650186484719,0.6708735461519426,0.7187803800265135,0.766685520361991,0.8145889672481751,0.8624907207748594,0.9103907810318316,0.9582891481088724,1499,1779,1613,4437,0.49032626742681057,2332.333490370144,1
21,1659,1738,1522,4236,54,75,67,0.4713442167419243,2288.75,0.5184696340806864,0.5655934146087319,0.6127155584113367,0.6598360655737705,0.7069549361812972,0.7540721703191748,0.8011877680726553,0.8483017295269847,0.8954140547674034,0.9425247438791456,1513,1730,1635,4123,0.4607964944622609,2250.6152063729946,1
22,1703,1714,1593,3758,61,73,72,0.40459727153803027,2192.0,0.4450486815794883,0.48549857975781135,0.525946966157756,0.566393840864073,0.6068392039615061,0.6472830555347933,0.6877253956686661,0.7281662244478493,0.768605541957062,0.8090433482810164,1484,1661,1595,3819,0.4394539247304491,2140.1161685680113,1
23,1391,1501,1303,3450,31,51,40,0.45171470650115714,1911.25,0.4968757232122194,0.5420348396869478,0.5871920560452738,0.6323473724071191,0.6775007888923951,0.722652305621003,0.7678019227128343,0.8129496402877697,0.8580954584656808,0.9032393773664282,1412,1594,1507,3663,0.442730525582277,2044.475179090428,1
24,1421,1509,1335,3460,35,52,43,0.443169968717414,1931.25,0.4874767992325499,0.5317817817817818,0.5760849164807207,0.6203862034449681,0.6646856427901158,0.7089832346317457,0.7532789790854307,0.7975728762667333,0.8418649262912071,0.8861551292743953,1431,1653,1513,3936,0.462540780378364,2133.745471404239,1
25,1696,1938,1632,5004,65,96,72,0.5081374321880651,2567.5,0.5589427525203056,0.6097465416955486,0.6605487997830116,0.7113495268519076,0.7621487229714458,0.8129463882108309,0.8637425226392634,0.9145371263259402,0.9653301993400533,1.016121741750791,1541,1836,1615,4511,0.4868041041652672,2376.181977745213,1
26,1702,2044,1626,4944,64,107,72,0.5050228310502283,2579.0,0.5555166588027579,0.6060089494992542,0.6564997032098991,0.7069889200048703,0.7574765999543414,0.8079627431284814,0.8584473495974553,0.9089304194314239,0.9594119527005434,1.0098919494749659,1614,1954,1687,4797,0.4953038094896488,2513.4463060078638,1
27,1724,1970,1646,4768,66,99,74,0.48674773932023696,2527.0,0.5354141656662665,0.5840790745533347,0.6327424660524141,0.6814043402344724,0.7300646971704732,0.7787235369313754,0.8273808595881335,0.876036665211698,0.9246909538730144,0.9733437256430242,1624,1924,1697,4677,0.48328816569453076,2480.9186300470114,1
28,1681,1808,1624,4472,64,83,70,0.4671916010498688,2396.25,0.5139023309985072,0.5606115284931596,0.6073191936092384,0.6540253264221508,0.7007299270072993,0.7474329954400813,0.7941345317958896,0.8408345361501116,0.8875330085781299,0.9342299491553223,1585,1805,1667,4329,0.4613208000847473,2347.064640698627,1
29,1594,1607,1486,3562,50,62,61,0.4112519809825674,2062.25,0.45236821774529035,0.4934828255615863,0.5345958045282571,0.5757071547420964,0.616816876299891,0.6579249692984194,0.6990314338344524,0.7401362700047536,0.7812394779060785,0.8223410576351753,1515,1704,1623,4008,0.4492220387984798,2212.6665289154616,1
30,1608,1705,1450,4132,46,72,62,0.4804729487638839,2223.75,0.5285107755145912,0.5765468811579664,0.6245812657865037,0.6726139294926913,0.7206448723690103,0.7686740945079353,0.8167015960019345,0.8647273769434692,0.9127514374249943,0.9607737775389575,1452,1670,1587,3919,0.4580958600904875,2157.727881149854,1
31,1560,1672,1406,3864,42,69,57,0.4664136622390892,2125.5,0.5130452932581925,0.5596751546430876,0.606303246494507,0.6529295689131754,0.6995541219998103,0.7461769058551209,0.792797920579809,0.8394171662745694,0.886034643040088,0.9326503509770442,1407,1641,1538,3833,0.4622233777210363,2105.2623048951264,1
32,1441,1546,1348,3610,36,56,45,0.4562323517547398,1986.25,0.5018454649966722,0.5474567383324594,0.5930661718734244,0.638673765730881,0.6842795200161339,0.7298834348404791,0.7754855103152036,0.8210857465515851,0.8666841436608926,0.9122807017543859,1380,1592,1481,3661,0.4517329524967109,2028.7841337541543,1
33,1454,1596,1408,3534,42,61,47,0.4301902063941724,1998.0,0.47319965196981045,0.5162073570474687,0.5592133217327965,0.6022175461314341,0.6452200303490137,0.6882207744911585,0.7312197786634835,0.7742170429715951,0.8172125675210908,0.8602063524175602,1369,1550,1449,3531,0.4400693678153662,1975.088936933047,1
34,1406,1443,1305,3198,31,46,43,0.42038640906062624,1838.0,0.4624147809286936,0.5044412861964825,0.5464659249883419,0.5884886974286095,0.6305096036416121,0.6725286437516653,0.7145458178830739,0.7565611261601314,0.7985745687071205,0.8405861456483126,1372,1542,1455,3648,0.4487694649251911,2005.046603379356,1
35,1507,1554,1406,4108,42,57,52,0.490025389916576,2143.75,0.5390181534611269,0.5880091400384462,0.6369983497452079,0.6859857826780792,0.7349714389337202,0.7839553186087839,0.8329374217999166,0.8819177486037572,0.9308962991169378,0.9798730734360834,1435,1638,1505,4154,0.4783305419626553,2183.715699843432,1
36,1597,1960,1563,5456,58,98,61,0.5546374127368571,2644.0,0.6100924619965522,0.6655459311602461,0.7209978202954711,0.7764481294697553,0.8318968587506232,0.8873440082055958,0.9427895779021895,0.9982335679079176,1.0536759782902891,1.109116809116809,1547,1768,1562,4459,0.4755338533159618,2334.503992659639,1
37,1586,1739,1684,3652,70,76,60,0.36881559220389803,2165.25,0.4056895485466914,0.4425621228589633,0.47943331521840976,0.516303125702721,0.5531715543895812,0.5900386013566691,0.6269042666816572,0.6637685504422125,0.7006314527159961,0.7374929735806633,1629,1785,1584,4115,0.4235153405057003,2278.6754640028676,1
38,1632,1810,1720,3722,74,83,65,0.3678794560823227,2221.0,0.40465996582201724,0.4414391238837235,0.478216930341951,0.5149933852712039,0.5517684887459807,0.5885422408407747,0.6253146416300733,0.6620856911883589,0.6988553895901082,0.7356237369097924,1609,1718,1554,3744,0.3966676496563367,2156.64790207188,1
39,1405,1492,1376,3368,39,50,42,0.41989881956155145,1910.25,0.4618789654518244,0.5038573415960542,0.5458339481061484,0.5878087850940056,0.6297818526715144,0.6717531509505543,0.7137226800429954,0.755690440060698,0.7976564311155135,0.8396206533192835,1525,1648,1489,3702,0.4153120494899134,2091.495831363924,1
40,1490,1758,1582,4312,60,78,49,0.46318289786223277,2285.5,0.5094925433908485,0.5558006175562418,0.6021071204383897,0.6484120521172638,0.6947154126728307,0.7410172021850506,0.7873174207338796,0.8336160683992672,0.879913145261158,0.926208651399491,1472,1619,1445,3764,0.4350499656243848,2075.3422841830243,1
41,1378,1485,1360,3244,37,50,39,0.4092093831450912,1866.75,0.4501205447318694,0.4910299291950827,0.5319375366505223,0.5728433672139692,0.6137474210011945,0.6546496981279589,0.6955501987100137,0.7364489228630994,0.7773458707029469,0.8182410423452768,1416,1580,1415,3730,0.4459464786775687,2035.5404614248685,1
42,1401,1559,1350,3778,36,57,41,0.4734789391575663,2022.0,0.5208166767418732,0.5681525681525682,0.6154866134976503,0.6628188128851104,0.7101491664229307,0.7574776742190851,0.8048043363815391,0.85212915301825,0.8994521242371659,0.9467732501462274,1389,1582,1410,3926,0.47132921527200156,2077.213932303818,1
43,1390,1636,1398,4888,41,65,40,0.5552020362710786,2328.0,0.6107125244587265,0.6662212465400401,0.7217282025993033,0.7772333927207942,0.8327368169887855,0.8882384754875449,0.9437383683013346,0.9992364955144111,1.0547328572110262,1.1102274534754255,1442,1656,1463,4125,0.4747974074687763,2172.0424095691546,1
44,1618,1758,1548,3420,56,78,63,0.37681159420289856,2086.0,0.4144844105392404,0.4521557103176201,0.4898254936296117,0.5274937605667821,0.5651605112206903,0.6028257456828886,0.6404894640449212,0.6781516663983255,0.7158123528346314,0.7534715234453613,1561,1767,1565,4002,0.43295985399175063,2224.411031176852,1
45,1664,1928,1756,4068,77,95,68,0.39697802197802196,2354.0,0.43666832643670267,0.4763572679509632,0.5160448465910066,0.5557310624270311,0.59541591552923,0.6350994059677918,0.6747815338129003,0.7144622991347342,0.754141702003468,0.7938197424892703,1678,1870,1646,4038,0.4106607646039665,2308.531012219595,1
46,1697,1927,1747,4268,76,95,71,0.4191188694929343,2409.75,0.46102309188542173,0.502925921000133,0.5448273569065549,0.5867273996741696,0.6286260493724545,0.6705233060708824,0.7124191698389215,0.7543136407460355,0.7962067188616831,0.8380984042553191,1721,1927,1685,4285,0.4253126261000286,2404.9878623286936,1
47,1688,1947,1677,4728,69,97,70,0.47634660421545666,2510.0,0.5239730839487284,0.5715980765627927,0.6192215821273008,0.6668436007118993,0.7144641323862306,0.7620831772199326,0.8097007352826389,0.8573168066439789,0.9049313913735775,0.9525444895410553,1724,1963,1712,4451,0.4402087839875478,2462.8198617213866,1
48,1776,2028,1777,4176,79,105,79,0.4029900890307408,2439.25,0.4432816515764895,0.4835718605119935,0.5238607159054642,0.5641482178251084,0.6044343663391283,0.6447191615157215,0.6850026034230814,0.7252846921293963,0.7655654277028502,0.8058448102116225,1725,1993,1732,4568,0.44871644330437166,2504.9946210879425,1
49,1736,2022,1732,4804,75,104,75,0.4700122399020808,2573.5,0.5170055537705972,0.5639974296992135,0.6109878677539281,0.6579768680007343,0.7049644305056223,0.7519505553345777,0.7989352425535821,0.8459184922286134,0.8929003044256452,0.9398806792106471,1680,1981,1713,4980,0.48932036541802176,2588.9772404105242,1
50,1637,1894,1532,5936,55,91,65,0.5897161221210498,2749.75,0.6486790482184224,0.7076403952759701,0.7666001633571228,0.8255583525253066,0.8845149628439446,0.9434699943764562,1.0024234471862574,1.061375321336761,1.1203256168913764,1.1792743339135092,1606,1939,1674,5492,0.5428387186817683,2678.3061312699538,1
