BLUE,GREEN,RED,NIR,NDVI,PAN,SAVI1,SAVI2,SAVI3,SAVI4,SAVI5,SAVI6,SAVI7,SAVI8,SAVI9,SAVI10,RED_blurred,GREEN_blurred,BLUE_blurred,NIR_blurred,NDVI_blurred,PAN_blurred,VEG
1696,1938,1632,5004,0.508137432188065,2567.5,0.558942752520306,0.609746541695549,0.660548799783012,0.711349526851908,0.762148722971446,0.812946388210831,0.863742522639263,0.91453712632594,0.965330199340053,1.01612174175079,1541,1836,1615,4511,0.486804104165267,2376.18197774521,1
1702,2044,1626,4944,0.505022831050228,2579,0.555516658802758,0.606008949499254,0.656499703209899,0.70698892000487,0.757476599954341,0.807962743128481,0.858447349597455,0.908930419431424,0.959411952700543,1.00989194947497,1614,1954,1687,4797,0.495303809489649,2513.44630600786,1
1724,1970,1646,4768,0.486747739320237,2527,0.535414165666267,0.584079074553335,0.632742466052414,0.681404340234472,0.730064697170473,0.778723536931375,0.827380859588133,0.876036665211698,0.924690953873014,0.973343725643024,1624,1924,1697,4677,0.483288165694531,2480.91863004701,1
1681,1808,1624,4472,0.467191601049869,2396.25,0.513902330998507,0.56061152849316,0.607319193609238,0.654025326422151,0.700729927007299,0.747432995440081,0.79413453179589,0.840834536150112,0.88753300857813,0.934229949155322,1585,1805,1667,4329,0.461320800084747,2347.06464069863,1
1594,1607,1486,3562,0.411251980982567,2062.25,0.45236821774529,0.493482825561586,0.534595804528257,0.575707154742096,0.616816876299891,0.657924969298419,0.699031433834452,0.740136270004754,0.781239477906079,0.822341057635175,1515,1704,1623,4008,0.44922203879848,2212.66652891546,1
1608,1705,1450,4132,0.480472948763884,2223.75,0.528510775514591,0.576546881157966,0.624581265786504,0.672613929492691,0.72064487236901,0.768674094507935,0.816701596001935,0.864727376943469,0.912751437424994,0.960773777538958,1452,1670,1587,3919,0.458095860090488,2157.72788114985,1
1560,1672,1406,3864,0.466413662239089,2125.5,0.513045293258192,0.559675154643088,0.606303246494507,0.652929568913175,0.69955412199981,0.746176905855121,0.792797920579809,0.839417166274569,0.886034643040088,0.932650350977044,1407,1641,1538,3833,0.462223377721036,2105.26230489513,1
1441,1546,1348,3610,0.45623235175474,1986.25,0.501845464996672,0.547456738332459,0.593066171873424,0.638673765730881,0.684279520016134,0.729883434840479,0.775485510315204,0.821085746551585,0.866684143660893,0.912280701754386,1380,1592,1481,3661,0.451732952496711,2028.78413375415,1
1454,1596,1408,3534,0.430190206394172,1998,0.47319965196981,0.516207357047469,0.559213321732796,0.602217546131434,0.645220030349014,0.688220774491158,0.731219778663484,0.774217042971595,0.817212567521091,0.86020635241756,1369,1550,1449,3531,0.440069367815366,1975.08893693305,1
1406,1443,1305,3198,0.420386409060626,1838,0.462414780928694,0.504441286196483,0.546465924988342,0.58848869742861,0.630509603641612,0.672528643751665,0.714545817883074,0.756561126160131,0.798574568707121,0.840586145648313,1372,1542,1455,3648,0.448769464925191,2005.04660337936,1
1507,1554,1406,4108,0.490025389916576,2143.75,0.539018153461127,0.588009140038446,0.636998349745208,0.685985782678079,0.73497143893372,0.783955318608784,0.832937421799917,0.881917748603757,0.930896299116938,0.979873073436083,1435,1638,1505,4154,0.478330541962655,2183.71569984343,1
1597,1960,1563,5456,0.554637412736857,2644,0.610092461996552,0.665545931160246,0.720997820295471,0.776448129469755,0.831896858750623,0.887344008205596,0.94278957790219,0.998233567907918,1.05367597829029,1.10911680911681,1547,1768,1562,4459,0.475533853315962,2334.50399265964,1
1586,1739,1684,3652,0.368815592203898,2165.25,0.405689548546691,0.442562122858963,0.47943331521841,0.516303125702721,0.553171554389581,0.590038601356669,0.626904266681657,0.663768550442213,0.700631452715996,0.737492973580663,1629,1785,1584,4115,0.4235153405057,2278.67546400287,1
1632,1810,1720,3722,0.367879456082323,2221,0.404659965822017,0.441439123883723,0.478216930341951,0.514993385271204,0.551768488745981,0.588542240840775,0.625314641630073,0.662085691188359,0.698855389590108,0.735623736909792,1609,1718,1554,3744,0.396667649656337,2156.64790207188,1
1405,1492,1376,3368,0.419898819561551,1910.25,0.461878965451824,0.503857341596054,0.545833948106148,0.587808785094006,0.629781852671514,0.671753150950554,0.713722680042995,0.755690440060698,0.797656431115514,0.839620653319284,1525,1648,1489,3702,0.415312049489913,2091.49583136392,1
1490,1758,1582,4312,0.463182897862233,2285.5,0.509492543390848,0.555800617556242,0.60210712043839,0.648412052117264,0.694715412672831,0.741017202185051,0.78731742073388,0.833616068399267,0.879913145261158,0.926208651399491,1472,1619,1445,3764,0.435049965624385,2075.34228418302,1
1378,1485,1360,3244,0.409209383145091,1866.75,0.450120544731869,0.491029929195083,0.531937536650522,0.572843367213969,0.613747421001195,0.654649698127959,0.695550198710014,0.736448922863099,0.777345870702947,0.818241042345277,1416,1580,1415,3730,0.445946478677569,2035.54046142487,1
1401,1559,1350,3778,0.473478939157566,2022,0.520816676741873,0.568152568152568,0.61548661349765,0.66281881288511,0.710149166422931,0.757477674219085,0.804804336381539,0.85212915301825,0.899452124237166,0.946773250146227,1389,1582,1410,3926,0.471329215272002,2077.21393230382,1
1390,1636,1398,4888,0.555202036271079,2328,0.610712524458726,0.66622124654004,0.721728202599303,0.777233392720794,0.832736816988786,0.888238475487545,0.943738368301335,0.999236495514411,1.05473285721103,1.11022745347543,1442,1656,1463,4125,0.474797407468776,2172.04240956915,1
1618,1758,1548,3420,0.376811594202899,2086,0.41448441053924,0.45215571031762,0.489825493629612,0.527493760566782,0.56516051122069,0.602825745682889,0.640489464044921,0.678151666398325,0.715812352834631,0.753471523445361,1561,1767,1565,4002,0.432959853991751,2224.41103117685,1
1664,1928,1756,4068,0.396978021978022,2354,0.436668326436703,0.476357267950963,0.516044846591007,0.555731062427031,0.59541591552923,0.635099405967792,0.6747815338129,0.714462299134734,0.754141702003468,0.79381974248927,1678,1870,1646,4038,0.410660764603967,2308.53101221959,1
1697,1927,1747,4268,0.419118869492934,2409.75,0.461023091885422,0.502925921000133,0.544827356906555,0.58672739967417,0.628626049372454,0.670523306070882,0.712419169838921,0.754313640746035,0.796206718861683,0.838098404255319,1721,1927,1685,4285,0.425312626100029,2404.98786232869,1
1688,1947,1677,4728,0.476346604215457,2510,0.523973083948728,0.571598076562793,0.619221582127301,0.666843600711899,0.714464132386231,0.762083177219933,0.809700735282639,0.857316806643979,0.904931391373578,0.952544489541055,1724,1963,1712,4451,0.440208783987548,2462.81986172139,1
1776,2028,1777,4176,0.402990089030741,2439.25,0.443281651576489,0.483571860511993,0.523860715905464,0.564148217825108,0.604434366339128,0.644719161515722,0.685002603423081,0.725284692129396,0.76556542770285,0.805844810211622,1725,1993,1732,4568,0.448716443304372,2504.99462108794,1
1736,2022,1732,4804,0.470012239902081,2573.5,0.517005553770597,0.563997429699213,0.610987867753928,0.657976868000734,0.704964430505622,0.751950555334578,0.798935242553582,0.845918492228613,0.892900304425645,0.939880679210647,1680,1981,1713,4980,0.489320365418022,2588.97724041052,1
1637,1894,1532,5936,0.58971612212105,2749.75,0.648679048218422,0.70764039527597,0.766600163357123,0.825558352525307,0.884514962843945,0.943469994376456,1.00242344718626,1.06137532133676,1.12032561689138,1.17927433391351,1606,1939,1674,5492,0.542838718681768,2678.30613126995,1
1922,2156,2770,3406,0.102979274611399,2563.5,0.113275367950648,0.123571127877983,0.133866554409598,0.144161647561686,0.154456407350441,0.164750833792054,0.175044926902715,0.185338686698614,0.19563211319594,0.205925206410879,2683,2115,1884,3394,0.117276536680777,2519.5545320413,0
1808,2042,2520,3424,0.152086137281292,2448.5,0.167291936542117,0.18249722418492,0.19770200023552,0.212906264719736,0.228110017663386,0.243313259092285,0.258515989032247,0.273718207509083,0.288919914548605,0.304121110176619,2611,2076,1858,3333,0.121519473349059,2470.11585362299,0
1860,2042,2574,3144,0.0996852046169989,2405,0.109651807418548,0.119618061627785,0.129583967262998,0.139549524342473,0.149514732884498,0.159479592907355,0.169444104429328,0.1794082674687,0.18937208204375,0.199335548172757,2565,2050,1858,3213,0.112042161133187,2421.91765213832,0
1884,2062,2620,3156,0.092797783933518,2430.5,0.10207579508665,0.111353484990132,0.120630853660648,0.129907901114881,0.139184627369514,0.148461032441228,0.157737116346703,0.167012879102617,0.176288320725649,0.185563441232474,2501,2035,1872,3085,0.104981191305154,2373.76290983704,0
1889,1985,2246,2864,0.120939334637965,2246,0.133030664761942,0.145121521662557,0.157211905367591,0.169301815904822,0.181391253302025,0.193480217586976,0.205568708787446,0.217656726931204,0.229744272046019,0.241831344159656,2400,2021,1871,2977,0.108035976249152,2317.74262015803,0
1827,2030,2422,2948,0.097951582867784,2306.75,0.107744734734921,0.117537521880004,0.127329944323408,0.137122002085506,0.146913695186668,0.156705023647265,0.166495987487665,0.176286586728234,0.186076821389339,0.195866691491342,2395,2055,1883,2978,0.110076635106079,2328.35658119752,0
1868,1976,2186,2866,0.134600158353127,2224,0.148057243522496,0.161513795970072,0.17496981572749,0.18842530282638,0.201880257298367,0.215334679175078,0.228788568488135,0.242241925269158,0.255694749549763,0.269147041361567,2655,2273,2020,3221,0.102131750504403,2542.77566793472,0
2290,2832,3468,3954,0.0654810024252223,3136,0.0720281321997817,0.0785750855541484,0.0851218624954529,0.0916684630308256,0.0982148871673964,0.104761134912295,0.11130720627265,0.117853101255591,0.124398819868246,0.130944362117742,3373,2897,2547,3826,0.0732279983665021,3161.15270613109,0
2416,2870,3484,3742,0.0357044007749792,3128,0.0392742973388135,0.042844095098392,0.0464137940578166,0.049983394221189,0.0535528955926105,0.0571222981761824,0.0606916019760056,0.0642608069961809,0.0678299132408086,0.0713989207139892,4830,4414,4163,5092,0.037929168857138,4625.14828018145,0
8328,8076,8084,8108,0.00148221343873518,8149,0.00163042471328611,0.00177863415718679,0.00192684177047115,0.00207504755317309,0.00222325150532654,0.0023714536269654,0.0025196539181236,0.00266785237883504,0.00281604900913363,0.00296424380905329,6900,6698,6688,6989,0.0124759666847472,6819.14717083585,0
8904,8768,8816,8728,-0.00501595987232102,8804,-0.00551752440991559,-0.00601908322978534,-0.00652063633202807,-0.00702218371674152,-0.00752372538402348,-0.00802526133397171,-0.00852679156668396,-0.00902831608225799,-0.00952983488079157,-0.0100313479623824,8009,7933,8002,8027,0.000471807881366443,7993.07065105089,0
8992,9056,9120,9288,0.0091264667535854,9114,0.0100390588925527,0.010951641116459,0.0118642134254657,0.0127767758197345,0.0136893282994269,0.0146018708647045,0.015514403515729,0.0164269262526618,0.0173394390756645,0.0182519419848987,6869,6809,6811,6866,-0.00973049343572282,6839.37573576232,0
2028,2080,2142,1982,-0.0387972841901067,2058,-0.0426759777890934,-0.0465544832937297,-0.0504328007176976,-0.0543109300746775,-0.0581888713783489,-0.0620666246423896,-0.0659441898804762,-0.0698215671062839,-0.0736987563334869,-0.0775757575757576,4227,4159,4109,4135,-0.0291704888894826,4157.83960258787,0
2022,2094,2178,1964,-0.0516658619024626,2064.5,-0.0568310760242389,-0.0619960407512916,-0.0671607561016826,-0.0723252220934724,-0.0774894387447194,-0.0826534060734804,-0.0878171240978106,-0.0929805928357633,-0.09814381230539,-0.103306782524741,2569,2492,2421,2378,-0.0483532478920836,2465.47873038108,0
2015,2080,2172,1975,-0.047504219918013,2060.5,-0.0522533818813147,-0.0570023148148148,-0.0617510187350807,-0.0664994936586777,-0.07124773960217,-0.0759957565821198,-0.0807435446150879,-0.0854911037176334,-0.090238433906314,-0.0949855351976856,2187,2115,2007,1910,-0.0701555472631341,2055.3418121381,0
1879,2084,2116,1642,-0.126130920702501,1930.25,-0.138740320906841,-0.151349050077165,-0.163957108267036,-0.176564495530013,-0.189171211919649,-0.201777257489491,-0.21438263229308,-0.226987336383952,-0.239591369815638,-0.25219473264166,2128,2070,1910,1786,-0.0895564034237489,1974.1010315587,0
1881,2102,2138,1682,-0.119371727748691,1950.75,-0.131305463207769,-0.143238573896655,-0.155171059864409,-0.167102921160088,-0.179034157832744,-0.190964769931424,-0.202894757505169,-0.214824120603015,-0.226752859273993,-0.238680973567129,2075,1999,1833,1857,-0.0594151089087577,1941.24792346013,0
1692,1774,1932,2220,0.069364161849711,1904.5,0.0762987403964259,0.0832329849236549,0.0901668954555307,0.0971004720161834,0.104033714629741,0.110966623320329,0.117899198112072,0.124831439029089,0.1317633460955,0.13869491933542,2024,1888,1764,2124,0.0179711673624503,1950.58502904385,0
1703,1767,1927,2246,0.076443805415768,1910.75,0.08408617095205,0.0917281702290808,0.0993698032731891,0.107011070110701,0.114651970767941,0.122292505271229,0.129932673646884,0.137572475921223,0.145211912120559,0.152850982271203,2087,1874,1764,2473,0.0780485628460279,2050.10409104275,0
1930,2128,2544,3350,0.136749236511707,2488,0.150421608048727,0.164093515659462,0.177764959367525,0.191435939196526,0.205106455170074,0.218776507311777,0.232446095645241,0.246115220194069,0.259783880981866,0.273452078032231,2184,1922,1794,2744,0.105565271449211,2161.40988307679,0
1670,1717,1838,2104,0.067478437341451,1832.25,0.0742243981634154,0.0809700167419208,0.0877152931030109,0.0944602272727273,0.101204819277108,0.10794906914219,0.114692976894007,0.121436542558588,0.128179766161962,0.134922647730155,2201,1940,1783,2911,0.125802074321606,2209.13424044288,0
1853,2152,2472,3976,0.233250620347395,2613.25,0.256571703292443,0.279892062901275,0.303211699207543,0.326530612244898,0.349848802046988,0.373166268647458,0.396483012079954,0.419799032378117,0.443114329575587,0.466428903706001,2302,1987,1775,3139,0.141294627388054,2301.4237316951,0
1748,1996,2424,2886,0.0870056497175141,2263.5,0.0957044123462835,0.104402847350382,0.113100954748319,0.121798734558602,0.130496186799736,0.139193311490227,0.147890108648577,0.156586578293289,0.165282720442863,0.173978535115797,2383,1971,1749,3034,0.112664007308939,2284.70355883127,0
1662,1833,2394,2650,0.0507533703409992,2134.75,0.055827600563034,0.0609016295943856,0.0659754574470194,0.0710490841328999,0.0761225096639905,0.0811957340522539,0.0862687573096517,0.0913415794481446,0.0964142004796924,0.101486620416254,2350,1898,1718,2769,0.0796298728062335,2184.08772867174,0
1748,1852,2158,2560,0.0852055955913523,2079.5,0.0937241686272016,0.102242380568861,0.11076023143929,0.119277721261445,0.127794850058281,0.136311617852753,0.144828024667811,0.153344070526405,0.161859755451482,0.170375079465989,2313,1871,1720,2699,0.0769082714254954,2151.46363005016,0
1735,1916,2490,2932,0.0815197344153449,2268.25,0.0896700540381033,0.0978200730330862,0.105969791416926,0.114119209206256,0.122268326417704,0.130417143067901,0.138565659173474,0.146713874751051,0.154861789817256,0.163009404388715,2314,1875,1722,2734,0.0833884665357006,2161.52431323665,0
1684,1844,2210,2632,0.087154068566708,2092.5,0.0958674955081473,0.104580562554211,0.113293269727196,0.122005617049397,0.130717604543108,0.13942923223062,0.148140500134223,0.156851408276204,0.165561956678849,0.174272145364444,2248,1867,1719,2696,0.0908305004737076,2133.09395035946,0
1734,1842,2108,2582,0.101066098081023,2066.5,0.111170337519456,0.121274146091851,0.131377523825768,0.141480470748763,0.151582986888391,0.161685072272204,0.171786726927751,0.181887950882579,0.191988744164233,0.202089106800256,2177,1878,1750,2676,0.102662798466848,2120.83974232503,0
1818,1939,2160,2746,0.11944557684468,2165.75,0.131387456431789,0.143328849211202,0.155269755212686,0.167210174466004,0.179150107000917,0.191089552847185,0.203028512034565,0.21496698459281,0.226904970551672,0.238842469940901,2197,1926,1804,2772,0.115235073176591,2175.47367763487,0
1872,1986,2300,2992,0.130763416477702,2287.5,0.1438370401164,0.156910169683685,0.169982805207566,0.183054946716046,0.196126594237128,0.209197747798813,0.2222684074291,0.235338573155985,0.248408245007463,0.261477423011525,2266,1964,1834,2879,0.118792483989635,2236.11005421513,0
1869,2050,2394,2996,0.111688311688312,2327.25,0.122854863546131,0.134021001076027,0.145186724301059,0.156352033244286,0.167516927928764,0.178681408377546,0.189845474613687,0.201009126660236,0.212172364540244,0.223335188276758,2271,1924,1790,2827,0.107927917639308,2203.34523052431,0
1600,1689,2086,2464,0.0830769230769231,1959.75,0.0913826069756709,0.0996879258054591,0.107992879590357,0.11629746835443,0.124601692121745,0.132905550916363,0.141209044762344,0.149512173683748,0.15781493770463,0.166117336849044,2209,1823,1707,2671,0.0934271478823198,2102.94325954124,0
1670,1768,2202,2570,0.077116512992456,2052.5,0.0848263867060623,0.0925359373035497,0.10024516480523,0.107954069231414,0.11566265060241,0.123370908938524,0.131078844260062,0.138786456587328,0.146493745940623,0.154200712340247,2196,1796,1688,2645,0.0919133227041053,2081.89668806877,0
1766,1888,2248,2878,0.122902848224737,2195,0.135190495698484,0.147477663766533,0.159764352456938,0.172050561797753,0.184336291817029,0.196621542542816,0.20890631400316,0.221190606226106,0.233474419239697,0.245757753071972,2225,1829,1710,2709,0.0974302691045412,2118.70284196324,0
1677,1800,2204,2578,0.0782099539941447,2064.75,0.086029150373267,0.0938480197398687,0.101666562114464,0.109484777517564,0.117302665969681,0.125120227491323,0.132937462102996,0.140754369825207,0.148570950678459,0.156387204683253,2261,1850,1713,2737,0.0945997436876133,2140.9393242077,0
1730,1916,2372,2906,0.101174687381584,2231,0.111290047554991,0.12140502444015,0.131519618058845,0.141633828432858,0.151747655583973,0.161861099533967,0.17197416030462,0.182086837917709,0.192199132395007,0.202311043758288,2305,1866,1713,2769,0.0911314553994924,2163.57651384815,0
1732,1871,2340,2728,0.0765588003157064,2167.75,0.0842130186855034,0.0918669350065112,0.0995205492966083,0.107173861573672,0.114826871855579,0.122479580160202,0.130131986505416,0.137784090909091,0.145435893389098,0.153087393963306,2307,1856,1707,2773,0.0917063456228853,2161.29082740621,0
1620,1745,2152,2682,0.109640049648324,2049.75,0.120601559752591,0.131562616358446,0.142523219494032,0.15348336918749,0.164443065466956,0.175402308360568,0.186361097896457,0.197319434102755,0.208277317007591,0.21923474663909,2330,1870,1716,2829,0.0968909877745739,2186.72311115955,0
1824,2030,2576,3078,0.0887866996816413,2377,0.0976636423126581,0.106540270949029,0.115416585607414,0.124292586304471,0.133168273056857,0.142043645881229,0.150918704794242,0.159793449812549,0.168667880952802,0.177541998231653,2438,1953,1776,2993,0.10235348405879,2290.71912170651,0
1854,2024,2444,3166,0.128698752228164,2372,0.141566103991016,0.154432997041104,0.167299431402955,0.180165407101098,0.193030924160057,0.205895982604356,0.218760582458517,0.231624723747059,0.244488406494502,0.257351630725361,2558,2027,1825,3138,0.10248410698632,2387.7370900904,0
1834,2084,2756,3242,0.081027009003001,2479,0.0891282239375802,0.0972291687506252,0.105329843455646,0.113430248066151,0.121530382595649,0.129630247057647,0.137729841465651,0.145829165833167,0.153928220173698,0.16202700450075,2678,2055,1823,3192,0.0882206202618478,2437.56905823063,0
1817,2106,2874,3270,0.064453125,2516.75,0.0708972835728585,0.0773412323817584,0.0837849714369416,0.0902285007486492,0.0966718203271218,0.103114930182599,0.109557830325321,0.116000520765525,0.12244300151345,0.128885272579333,2690,2012,1780,3114,0.0731157386301905,2399.37848709037,0
1670,1826,2450,2790,0.0648854961832061,2184,0.0713726837274098,0.0778596236784856,0.0843463160506078,0.0908327608579498,0.0973189581146837,0.103804907834981,0.110290610033011,0.116776064722943,0.123261271918945,0.129746231635184,2542,1915,1725,2932,0.0714488490268212,2279.02492746394,0
1690,1844,2424,2842,0.079377136346373,2200,0.0873131919257135,0.0952489461091489,0.103184398913848,0.11111955035698,0.119054400455711,0.126988949227205,0.134923196688629,0.142857142857143,0.15079078774991,0.15872413138409,2392,1868,1717,2809,0.0807904424105887,2196.7700320261,0
1769,1845,2038,2488,0.0994255413168361,2035,0.109365679061444,0.119305377579426,0.129244636899896,0.139183457051962,0.14912183806473,0.159059779967304,0.168997282788787,0.178934346558275,0.188870971304866,0.198807157057654,2406,1906,1745,2882,0.0901216112985353,2235.15006358801,0
1787,2088,2970,3602,0.0961655508216677,2611.75,0.105780496340591,0.115395149265086,0.125009509608508,0.134623577384213,0.144237352605553,0.153850835285884,0.163464025438556,0.173076923076923,0.182689528214335,0.192301840864141,2566,1967,1759,3075,0.0897937439633063,2342.01668082663,0
1686,1872,2412,2764,0.0680061823802164,2183.5,0.0748053553833968,0.081604265677524,0.0884029132778239,0.0952012981995209,0.101999420457838,0.108797280067998,0.115594877045222,0.122392211404729,0.129189283161738,0.135986092331466,2659,2002,1774,3166,0.0862825490836731,2400.45089585971,0
1911,2200,2714,3408,0.113361646520745,2558.25,0.124695774325803,0.136029531867629,0.147362919164366,0.158695936234157,0.170028583095141,0.181360859765459,0.19269276626325,0.204024302606651,0.215355468813797,0.226686264902825,2845,2022,1811,3341,0.0811951549975089,2505.26917734732,0
1756,1860,3466,3806,0.0467546754675468,2722,0.0514294357888368,0.056104067544897,0.060778570741031,0.0654529453825422,0.0701271914747336,0.0748013090229079,0.0794752980323676,0.0841491585084149,0.0888228904563517,0.0934964938814794,3060,2002,1837,3466,0.0633434653894721,2591.73219445626,0
